VDID,SubAuthorityCode,BiDirectional,VDType,LocationType,DetectionType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,LocationMile,RoadSection_Start,RoadSection_End,Link_LinkID,Link_Bearing,Link_RoadDirection,Link_LaneNum,Link_ActualLaneNum
VD-N1-S-299-O-NW-22-LOOP,NFB-SR,0,1,5,2,120.23639,23.220739,000010,國道1號,0,299K+500,新營交流道,下營系統交流道,0000101059010D,W,S,1,1
VD-N1-S-299-I-ES-22-Loop,NFB-SR,0,1,5,2,120.237974,23.216967,000010,國道1號,0,299K+570,下營系統交流道,麻豆交流道,0000101059060D,S,S,1,1
VD-N1-S-299-I-WS-21-Loop,NFB-SR,0,1,5,2,120.237611,23.21697,000010,國道1號,0,299K+570,下營系統交流道,麻豆交流道,0000101059070D,SE,S,1,1
VD-N1-S-299-O-NE-21-LOOP,NFB-SR,0,1,5,2,120.241964,23.217299,000010,國道1號,0,299K+685,下營系統交流道,麻豆交流道,0000101159010D,E,S,1,1
VD-N1-S-299.890-N-Loop,NFB-SR,0,1,5,1,120.239174,23.219519,000010,國道1號,0,299K+890,下營系統交流道,麻豆交流道,0000100029940D,S,S,3,3
VD-N1-S-301.040-M-Loop,NFB-SR,0,1,5,1,120.237,23.209373,000010,國道1號,0,301K+040,下營系統交流道,麻豆交流道,0000100030100D,S,S,3,3
VD-N1-S-301.910-M-Loop,NFB-SR,0,1,5,1,120.23643,23.201563,000010,國道1號,0,301K+910,下營系統交流道,麻豆交流道,0000100030100D,S,S,3,3
VD-N1-S-302.450-M-LOOP,NFB-SR,0,1,5,1,120.2363024,23.1930316,000010,國道1號,0,302K+450,下營系統交流道,麻豆交流道,0000100030200D,S,S,1,1
VD-N1-S-303-I-WS-1-Loop,NFB-SR,0,1,5,2,120.23461,23.177176,000010,國道1號,0,303K+700,麻豆交流道,安定交流道,0000101060050D,S,S,2,2
VD-N1-S-303-O-NE-22-Loop,NFB-SR,0,1,5,2,120.235285,23.182494,000010,國道1號,0,303K+700,麻豆交流道,安定交流道,0000101060010D,S,S,1,1
VD-N1-S-303-O-NW-21-Loop,NFB-SR,0,1,5,2,120.234131,23.181409,000010,國道1號,0,303K+700,麻豆交流道,安定交流道,0000101060020D,S,S,1,1
VD-N1-S-303.950-N-Loop,NFB-SR,0,1,5,1,120.23563,23.183212,000010,國道1號,0,303K+950,麻豆交流道,安定交流道,0000100030350D,S,S,3,3
VD-N1-S-304.994-M-Loop,NFB-SR,0,1,5,1,120.23402,23.173956,000010,國道1號,0,304K+994,麻豆交流道,安定交流道,0000100030490D,S,S,3,3
VD-N1-S-305.950-M-RS,NFB-SR,0,2,1,1,120.23185,23.165592,000010,國道1號,0,305K+950,麻豆交流道,安定交流道,0000100030500D,S,S,3,3
VD-N1-S-307.000-M-Loop,NFB-SR,0,1,5,1,120.23054,23.156233,000010,國道1號,0,307K+000,麻豆交流道,安定交流道,0000100030700D,S,S,3,3
VD-N1-S-307.950-M-RS,NFB-SR,0,2,1,1,120.23123,23.147722,000010,國道1號,0,307K+950,麻豆交流道,安定交流道,0000100030700D,S,S,3,3
VD-N1-S-309.004-M-Loop,NFB-SR,0,1,5,1,120.23396,23.1386,000010,國道1號,0,309K+004,麻豆交流道,安定交流道,0000100030900D,S,S,3,3
VD-N1-S-309.110-M-RS,NFB-SR,0,2,1,1,120.23433,23.1377,000010,國道1號,0,309K+110,麻豆交流道,安定交流道,0000100030900D,S,S,3,3
VD-N1-S-311-I-ES-22-Loop,NFB-SR,0,1,5,2,120.242812,23.116869,000010,國道1號,0,311K+100,安定交流道,台南系統交流道,0000101061030D,E,S,1,1
VD-N1-S-311-I-WS-21-Loop,NFB-SR,0,1,5,2,120.244353,23.118401,000010,國道1號,0,311K+100,安定交流道,台南系統交流道,0000101161030D,NW,S,1,1
VD-N1-S-311-O-NW-1-Loop,NFB-SR,0,1,5,2,120.24196,23.121233,000010,國道1號,0,311K+100,安定交流道,台南系統交流道,0000100031100D,S,S,2,2
VD-N1-S-311-O-NW-2-Loop,NFB-SR,0,1,5,2,120.242881,23.117621,000010,國道1號,0,311K+100,安定交流道,台南系統交流道,0000101061020D,S,S,1,1
VD-N1-S-311.410-N-Loop,NFB-SR,0,1,5,1,120.24305,23.11862,000010,國道1號,0,311K+410,安定交流道,台南系統交流道,0000100031100D,S,S,3,3
VD-N1-S-312.950-M-Loop,NFB-SR,0,1,5,1,120.24748,23.105377,000010,國道1號,0,312K+950,安定交流道,台南系統交流道,0000100031220D,S,S,3,3
VD-N1-S-313.180-M-LOOP,NFB-SR,0,1,5,1,120.2488177,23.0997918,000010,國道1號,0,313K+180,安定交流道,台南系統交流道,0000100031300D,S,S,1,1
VD-N1-S-314.507-M-RS,NFB-SR,0,2,1,1,120.251013,23.087766,000010,國道1號,0,314K+500,安定交流道,台南系統交流道,0000100031460D,S,S,3,3
VD-N1-S-315-I-ES-22-Loop,NFB-SR,0,1,5,2,120.250986,23.076624,000010,國道1號,0,315K+500,台南系統交流道,永康交流道,0000101062050D,SE,S,1,1
VD-N1-S-315-I-ES-22X-Loop,NFB-SR,0,1,5,2,120.250547,23.076809,000010,國道1號,0,315K+500,台南系統交流道,永康交流道,0000101062050D,SE,S,1,1
VD-N1-S-315-I-WS-21-Loop,NFB-SR,0,1,5,2,120.251152,23.076713,000010,國道1號,0,315K+500,台南系統交流道,永康交流道,0000101062060D,SW,S,1,1
VD-N1-S-315-I-WS-21X-Loop,NFB-SR,0,1,5,2,120.251009,23.076881,000010,國道1號,0,315K+500,台南系統交流道,永康交流道,0000101062060D,SW,S,1,1
VD-N1-S-315.910-N-Loop,NFB-SR,0,1,5,1,120.25214,23.079113,000010,國道1號,0,315K+910,台南系統交流道,永康交流道,0000100031520D,S,S,3,3
VD-N1-S-317.017-M-Loop,NFB-SR,0,1,5,1,120.252945,23.06917,000010,國道1號,0,317K+017,台南系統交流道,永康交流道,0000100031700D,S,S,4,4
VD-N1-S-317.600-M-RS,NFB-SR,0,2,1,1,120.249545,22.958993,000010,國道1號,0,317K+600,台南系統交流道,永康交流道,0000100032900D,S,S,4,4
VD-N1-S-318.550-M-Loop,NFB-SR,0,1,5,1,120.253174,23.055384,000010,國道1號,0,318K+550,台南系統交流道,永康交流道,0000100031840D,S,S,4,4
VD-N1-S-319-I-ES-22-Loop,NFB-SR,0,1,5,2,120.250743,23.040177,000010,國道1號,0,319K+600,永康交流道,大灣交流道,0000101063030D,S,S,1,1
VD-N1-S-319-I-WS-21-Loop,NFB-SR,0,1,5,2,120.250861,23.040177,000010,國道1號,0,319K+600,永康交流道,大灣交流道,0000101063040D,S,S,1,1
VD-N1-S-319-O-NE-2-Loop,NFB-SR,0,1,5,2,120.250078,23.042171,000010,國道1號,0,319K+600,永康交流道,大灣交流道,0000101063020D,S,S,2,2
VD-N1-S-319-O-NW-1-Loop,NFB-SR,0,1,5,2,120.251966,23.045404,000010,國道1號,0,319K+600,永康交流道,大灣交流道,0000101063000D,SW,S,1,1
VD-N1-S-319.825-N-Loop,NFB-SR,0,1,5,1,120.25179,23.043993,000010,國道1號,0,319K+825,永康交流道,大灣交流道,0000100031970D,S,S,3,3
VD-N1-S-320.750-M-Loop,NFB-SR,0,1,5,1,120.25016,23.035797,000010,國道1號,0,320K+750,永康交流道,大灣交流道,0000100032050D,S,S,3,3
VD-N1-S-321.750-M-RS,NFB-SR,0,2,1,1,120.249904,23.022237,000010,國道1號,0,321K+750,永康交流道,大灣交流道,0000100032200D,S,S,3,3
VD-N1-S-323.035-M-Loop,NFB-SR,0,1,5,1,120.25028,23.015446,000010,國道1號,0,323K+035,永康交流道,大灣交流道,0000100032300D,S,S,3,3
VD-N1-S-324.000-M-RS,NFB-SR,0,2,1,1,120.24803,23.002836,000010,國道1號,0,324K+000,永康交流道,大灣交流道,0000100032430D,S,S,3,3
VD-N1-S-324-O-NW-1-Loop,NFB-SR,0,1,5,2,120.2478,23.00306,000010,國道1號,0,324K+480,大灣交流道,仁德交流道,0000101064000D,S,S,2,2
VD-N1-S-324.750-M-RS,NFB-SR,0,2,1,1,120.24806,22.9962,000010,國道1號,0,324K+750,大灣交流道,仁德交流道,0000100032500D,S,S,3,3
VD-N1-S-325-RS-台南交控-雛型機,NFB-SR,0,2,1,1,120.247667,22.990601,616445,國道1號,0,325K+000,大灣交流道,仁德交流道,6164450200070D,E,S,1,1
VD-N1-S-325.446-M-Loop,NFB-SR,0,1,5,1,120.24815,22.993935,000010,國道1號,0,325K+446,大灣交流道,仁德交流道,0000100032500D,S,S,3,3
VD-N1-S-326.750-M-Loop,NFB-SR,0,1,5,1,120.2482,22.989628,000010,國道1號,0,326K+750,大灣交流道,仁德交流道,0000100032500D,S,S,3,3
VD-N1-S-327-I-ES-22-Loop,NFB-SR,0,1,5,2,120.249028,22.970967,000010,國道1號,0,327K+400,仁德交流道,仁德系統交流道,0000101065050D,S,S,1,1
VD-N1-S-327-I-WS-21-Loop,NFB-SR,0,1,5,2,120.248773,22.972127,000010,國道1號,0,327K+400,仁德交流道,仁德系統交流道,0000101065040D,S,S,1,1
VD-N1-S-327-O-NE-22-Loop,NFB-SR,0,1,5,2,120.248615,22.9727,000010,國道1號,0,327K+400,仁德交流道,仁德系統交流道,0000101065010D,S,S,1,1
VD-N1-S-327-O-NW-21-Loop,NFB-SR,0,1,5,2,120.249066,22.972878,000010,國道1號,0,327K+400,仁德交流道,仁德系統交流道,0000101065020D,S,S,1,1
VD-N1-S-327.650-N-Loop,NFB-SR,0,1,5,1,120.249016,22.974173,000010,國道1號,0,327K+650,仁德交流道,仁德系統交流道,0000100032700D,S,S,3,3
VD-N1-S-328.650-M-Loop,NFB-SR,0,1,5,1,120.25001,22.965233,000010,國道1號,0,328K+650,仁德交流道,仁德系統交流道,0000100032850D,S,S,3,3
VD-N1-S-329.875-M-RS,NFB-SR,0,2,1,1,120.24915,22.954208,000010,國道1號,0,329K+875,仁德交流道,仁德系統交流道,0000100032900D,S,S,3,3
VD-N1-S-330-O-NW-22-LOOP,NFB-SR,0,1,5,2,120.246842,22.943833,000010,國道1號,0,330K+550,仁德交流道,仁德系統交流道,0000101066010D,SW,S,1,1
VD-N1-S-330-I-ES-22-Loop,NFB-SR,0,1,5,2,120.249754,22.941317,000010,國道1號,0,330K+700,仁德系統交流道,仁德服務區,0000101066060D,SW,S,1,1
VD-N1-S-330-I-WS-21-Loop,NFB-SR,0,1,5,2,120.249684,22.941289,000010,國道1號,0,330K+700,仁德系統交流道,仁德服務區,0000101066050D,SE,S,1,1
VD-N1-S-330.800-N-Loop,NFB-SR,0,1,5,1,120.24895,22.945932,000010,國道1號,0,330K+800,仁德系統交流道,仁德服務區,0000100033050D,S,S,3,3
VD-N1-S-330-O-NE-21-LOOP,NFB-SR,0,1,5,2,120.253672,22.940992,000010,國道1號,0,330K+800,仁德系統交流道,仁德服務區,0000101066020D,SE,S,1,1
VD-N1-S-332.460-M-Loop,NFB-SR,0,1,5,1,120.25394,22.931786,000010,國道1號,0,332K+460,仁德系統交流道,仁德服務區,0000100033200D,S,S,3,3
VD-N1-S-333.996-M-Loop,NFB-SR,0,1,5,1,120.25972,22.919018,000010,國道1號,0,333K+996,仁德系統交流道,仁德服務區,0000100033300D,S,S,3,3
VD-N1-S-334.450-M-RS,NFB-SR,0,2,1,1,120.26143,22.915258,000010,國道1號,0,334K+450,仁德系統交流道,仁德服務區,0000100033400D,S,S,3,3
VD-N1-S-334.990-M-Loop,NFB-SR,0,1,5,1,120.26523,22.906922,000010,國道1號,0,334K+990,仁德系統交流道,仁德服務區,0000100033520D,SE,S,3,3
VD-N1-S-335-R-NW-1-Loop,NFB-SR,0,1,5,2,120.263855,22.909843,000010,國道1號,0,335K+100,仁德服務區,路竹交流道,0000100033500D,S,S,1,1
VD-N1-S-335-R-WS-1-Loop,NFB-SR,0,1,5,2,120.266108,22.904555,000010,國道1號,0,335K+100,仁德服務區,路竹交流道,0000101085010D,SE,S,1,1
VD-N1-S-336.450-M-RS,NFB-SR,0,2,1,1,120.26896,22.898638,000010,國道1號,0,336K+450,仁德服務區,路竹交流道,0000100033610D,SE,S,3,3
VD-N1-S-336.515-M-Loop,NFB-SR,0,1,5,1,120.26922,22.898102,000010,國道1號,0,336K+515,仁德服務區,路竹交流道,0000100033650D,SE,S,3,3
VD-N1-S-338-I-ES-22-Loop,NFB-SR,0,1,5,2,120.277844,22.879453,000010,國道1號,0,338K+300,路竹交流道,高科交流道,0000101067030E,SE,S,1,1
VD-N1-S-338-I-WS-21-Loop,NFB-SR,0,1,5,2,120.278129,22.879473,000010,國道1號,0,338K+300,路竹交流道,高科交流道,0000101067040E,S,S,1,1
VD-N1-S-338-O-NE-2-Loop,NFB-SR,0,1,5,2,120.277994,22.879997,000010,國道1號,0,338K+300,路竹交流道,高科交流道,0000101067020E,S,S,2,2
VD-N1-S-338-O-NW-1-Loop,NFB-SR,0,1,5,2,120.277555,22.882122,000010,國道1號,0,338K+300,路竹交流道,高科交流道,0000101067000E,S,S,2,2
VD-N1-S-338.400-N-Loop,NFB-SR,0,1,5,1,120.27725,22.882843,000010,國道1號,0,338K+400,路竹交流道,高科交流道,0000101067000E,S,S,3,3
VD-N1-S-339.800-M-Loop,NFB-SR,0,1,5,1,120.283195,22.871504,000010,國道1號,0,339K+800,路竹交流道,高科交流道,0000100033910E,SE,S,3,3
VD-N1-S-340.900-M-Loop,NFB-SR,0,1,5,1,120.286934,22.862223,000010,國道1號,0,340K+900,路竹交流道,高科交流道,0000100034000E,S,S,3,3
VD-N1-S-342-I-WS-1-Loop,NFB-SR,0,1,5,2,120.298296,22.841142,000010,國道1號,0,342K+300,高科交流道,岡山交流道,0000101068010E,SE,S,1,1
VD-N1-S-342-O-NW-1-Loop,NFB-SR,0,1,5,2,120.292518,22.849504,000010,國道1號,0,342K+300,高科交流道,岡山交流道,0000101068000E,S,S,2,2
VD-N1-S-342-O-NW-2-Loop,NFB-SR,0,1,5,2,120.2924,22.844985,000010,國道1號,0,342K+300,高科交流道,岡山交流道,0000101068000E,S,S,1,1
VD-N1-S-342.912-N-Loop,NFB-SR,0,1,5,1,120.29518,22.845852,000010,國道1號,0,342K+912,高科交流道,岡山交流道,0000100034210E,SE,S,3,3
VD-N1-S-343.695-M-Loop,NFB-SR,0,1,5,1,120.29927,22.839901,000010,國道1號,0,343K+695,高科交流道,岡山交流道,0000100034370E,SE,S,3,3
VD-N1-S-345.620-M-RS,NFB-SR,0,2,1,1,120.30923,22.825207,000010,國道1號,0,345K+620,高科交流道,岡山交流道,0000100034500E,SE,S,3,3
VD-N1-S-346.012-M-Loop,NFB-SR,0,1,5,1,120.31098,22.822075,000010,國道1號,0,346K+012,高科交流道,岡山交流道,0000100034600E,S,S,3,3
VD-N1-S-346.285-M-LOOP,NFB-SR,0,1,5,1,120.3133804,22.8153363,000010,國道1號,0,346K+285,高科交流道,岡山交流道,0000100034600E,S,S,1,1
VD-N1-S-347.470-M-RS,NFB-SR,0,2,1,1,120.31595,22.80507,000010,國道1號,0,347K+470,高科交流道,岡山交流道,0000100034700E,S,S,3,3
VD-N1-S-348.615-M-Loop,NFB-SR,0,1,5,1,120.31747,22.799461,000010,國道1號,0,348K+615,高科交流道,岡山交流道,0000100034800E,S,S,5,5
VD-N1-S-349-I-ES-22-Loop,NFB-SR,0,1,5,2,120.320154,22.78748,000010,國道1號,0,349K+400,岡山交流道,楠梓交流道,0000101069040E,SE,S,1,1
VD-N1-S-349-I-WS-21-Loop,NFB-SR,0,1,5,2,120.319725,22.787381,000010,國道1號,0,349K+400,岡山交流道,楠梓交流道,0000101069030E,SE,S,1,1
VD-N1-S-349-O-NE-2-Loop,NFB-SR,0,1,5,2,120.319972,22.787935,000010,國道1號,0,349K+400,岡山交流道,楠梓交流道,0000101069020E,S,S,2,2
VD-N1-S-349-O-NW-1-Loop,NFB-SR,0,1,5,2,120.319468,22.790912,000010,國道1號,0,349K+400,岡山交流道,楠梓交流道,0000101069000E,S,S,2,2
VD-N1-S-349.620-N-Loop,NFB-SR,0,1,5,1,120.31971,22.790659,000010,國道1號,0,349K+620,岡山交流道,楠梓交流道,0000100034950E,S,S,3,3
VD-N1-S-350.998-M-Loop,NFB-SR,0,1,5,1,120.32376,22.77883,000010,國道1號,0,350K+998,岡山交流道,楠梓交流道,0000100035050E,S,S,3,3
VD-N1-S-351.590-M-Loop,NFB-SR,0,1,5,1,120.32564,22.77377,000010,國道1號,0,351K+590,岡山交流道,楠梓交流道,0000100035100E,S,S,1,1
VD-N1-S-351.600-M-RS,NFB-SR,0,2,1,1,120.32567,22.773684,000010,國道1號,0,351K+600,岡山交流道,楠梓交流道,0000100035100E,S,S,3,3
VD-N1-S-353.014-M-Loop,NFB-SR,0,1,5,1,120.33065,22.761847,000010,國道1號,0,353K+014,岡山交流道,楠梓交流道,0000100035300E,S,S,3,3
VD-N1-S-355.080-N-Loop,NFB-SR,0,1,5,1,120.33463,22.743822,000010,國道1號,0,355K+080,岡山交流道,楠梓交流道,0000100035500E,S,S,3,3
VD-N1-S-355.950-N-Loop,NFB-SR,0,1,5,1,120.33436,22.735992,000010,國道1號,0,355K+950,岡山交流道,楠梓交流道,0000100035540E,S,S,3,3
VD-N1-S-356-I-WS-21-Loop,NFB-SR,0,1,5,2,120.333668,22.728203,000010,國道1號,0,356K+200,楠梓交流道,鼎金系統交流道,0000101070040E,S,S,1,1
VD-N1-S-356-I-WS-22-Loop,NFB-SR,0,1,5,2,120.332016,22.720978,000010,國道1號,0,356K+200,楠梓交流道,鼎金系統交流道,0000101070030E,S,S,1,1
VD-N1-S-356-O-NW-21-Loop,NFB-SR,0,1,5,2,120.334033,22.737089,000010,國道1號,0,356K+200,楠梓交流道,鼎金系統交流道,0000101070010E,S,S,1,1
VD-N1-S-356-O-NW-22-Loop,NFB-SR,0,1,5,2,120.333947,22.731943,000010,國道1號,0,356K+200,楠梓交流道,鼎金系統交流道,0000101070020E,S,S,2,2
VD-N1-S-357.000-N-Loop,NFB-SR,0,1,5,1,120.33366,22.726574,000010,國道1號,0,357K+000,楠梓交流道,鼎金系統交流道,0000100035600E,S,S,3,3
VD-N1-S-357.500-N-Loop,NFB-SR,0,1,5,1,120.33269,22.722174,000010,國道1號,0,357K+500,楠梓交流道,鼎金系統交流道,0000100035700E,S,S,3,3
VD-N1-S-357.950-M-Loop,NFB-SR,0,1,5,1,120.33171,22.718212,000010,國道1號,0,357K+950,楠梓交流道,鼎金系統交流道,0000100035700E,S,S,4,4
VD-N1-S-358.985-M-Loop,NFB-SR,0,1,5,1,120.3295,22.709126,000010,國道1號,0,358K+985,楠梓交流道,鼎金系統交流道,0000100035840E,S,S,4,4
VD-N1-S-360.000-M-Loop,NFB-SR,0,1,5,1,120.327614,22.700172,000010,國道1號,0,360K+000,楠梓交流道,鼎金系統交流道,0000100035900E,S,S,4,4
VD-N1-S-360.200-M-RS,NFB-SR,0,2,1,1,120.3274774,22.6934089,000010,國道1號,0,360K+200,楠梓交流道,鼎金系統交流道,0000100036000E,S,S,4,4
VD-N1-S-361.000-M-Loop,NFB-SR,0,1,5,1,120.3277,22.691174,000010,國道1號,0,361K+000,楠梓交流道,鼎金系統交流道,0000100036000E,S,S,4,4
VD-N1-S-362.000-N-Loop,NFB-SR,0,1,5,1,120.3284,22.682163,000010,國道1號,0,362K+000,楠梓交流道,鼎金系統交流道,0000100036200E,S,S,4,4
VD-N1-S-362-I-ES-22-Loop,NFB-SR,0,1,5,2,120.328552,22.673001,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101071060E,SW,S,2,2
VD-N1-S-362-I-WS-21-Loop,NFB-SR,0,1,5,2,120.328252,22.673041,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101071050E,SE,S,1,1
VD-N1-S-362-O-NW-1-Loop,NFB-SR,0,1,5,2,120.328391,22.678594,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101071000E,S,S,2,2
VD-N1-S-362-O-NW-3-Loop,NFB-SR,0,1,5,2,120.323102,22.676931,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101071030E,W,S,1,1
VD-N1-S-362-O-NE-21-Loop,NFB-SR,0,1,5,2,120.328466,22.676872,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101071023E,S,S,1,1
VD-N1-S-362-O-NW-22-Loop,NFB-SR,0,1,5,2,120.336889,22.640944,000010,國道1號,0,362K+400,鼎金系統交流道,高雄交流道,0000101072020E,S,S,1,1
VD-N1-S-363.000-N-Loop,NFB-SR,0,1,5,1,120.32908,22.673223,000010,國道1號,0,363K+000,鼎金系統交流道,高雄交流道,0000100036230E,S,S,4,4
VD-N1-S-363.500-M-Loop,NFB-SR,0,1,5,1,120.32943,22.668734,000010,國道1號,0,363K+500,鼎金系統交流道,高雄交流道,0000100036300E,S,S,6,6
VD-N1-S-363.800-M-Loop,NFB-SR,0,1,5,1,120.32964,22.666042,000010,國道1號,0,363K+800,鼎金系統交流道,高雄交流道,0000100036380E,S,S,5,5
VD-N1-S-364.300-M-Loop,NFB-SR,0,1,5,1,120.33064,22.661654,000010,國道1號,0,364K+300,鼎金系統交流道,高雄交流道,0000100036400E,S,S,5,5
VD-N1-S-364.800-M-Loop,NFB-SR,0,1,5,1,120.332664,22.657562,000010,國道1號,0,364K+800,鼎金系統交流道,高雄交流道,0000100036400E,S,S,5,5
VD-N1-S-365.300-M-Loop,NFB-SR,0,1,5,1,120.33453,22.653414,000010,國道1號,0,365K+300,鼎金系統交流道,高雄交流道,0000100036500E,S,S,5,5
VD-N1-S-365.930-N-Loop,NFB-SR,0,1,5,1,120.33622,22.647959,000010,國道1號,0,365K+930,鼎金系統交流道,高雄交流道,0000100036500E,S,S,4,4
VD-N1-S-366.400-N-Loop,NFB-SR,0,1,5,1,120.336914,22.643784,000010,國道1號,0,366K+400,鼎金系統交流道,高雄交流道,0000100036640E,S,S,4,4
VD-N1-S-366.860-N-Loop,NFB-SR,0,1,5,1,120.337135,22.639652,000010,國道1號,0,366K+860,鼎金系統交流道,高雄交流道,0000100036640E,S,S,4,4
VD-N1-S-367-I-WS-1-Loop,NFB-SR,0,1,5,2,120.335924,22.626661,000010,國道1號,0,367K+400,高雄交流道,瑞隆路交流道,0000101072060E,S,S,1,1
VD-N1-S-367-O-NW-1B-Loop,NFB-SR,0,1,5,2,120.336085,22.630875,000010,國道1號,0,367K+400,高雄交流道,瑞隆路交流道,0000101072040E,S,S,2,2
VD-N1-S-367-O-NW-21A-Loop,NFB-SR,0,1,5,2,120.336816,22.638354,000010,國道1號,0,367K+400,高雄交流道,瑞隆路交流道,0000101072010E,S,S,2,2
VD-N1-S-367-O-NW-22A-Loop,NFB-SR,0,1,5,2,120.336714,22.634913,000010,國道1號,0,367K+400,高雄交流道,瑞隆路交流道,0000101072020E,S,S,1,1
VD-N1-S-367.462-M-Loop,NFB-SR,0,1,5,1,120.33678,22.634245,000010,國道1號,0,367K+462,高雄交流道,瑞隆路交流道,0000100036700E,S,S,3,3
VD-N1-S-367.905-M-Loop,NFB-SR,0,1,5,1,120.33633,22.630278,000010,國道1號,0,367K+905,高雄交流道,瑞隆路交流道,0000100036790E,S,S,3,3
VD-N1-S-368.500-M-Loop,NFB-SR,0,1,5,1,120.336105,22.624933,000010,國道1號,0,368K+500,高雄交流道,瑞隆路交流道,0000100036800E,S,S,4,4
VD-N1-S-369.007-M-Loop,NFB-SR,0,1,5,1,120.33654,22.62038,000010,國道1號,0,369K+007,高雄交流道,瑞隆路交流道,0000100036900E,S,S,5,5
VD-N1-S-369.400-M-Loop,NFB-SR,0,1,5,1,120.3371,22.616894,000010,國道1號,0,369K+400,高雄交流道,瑞隆路交流道,0000100036900E,S,S,4,4
VD-N1-S-369-O-NW-1-Loop,NFB-SR,0,1,5,2,120.340548,22.606794,000010,國道1號,0,369K+600,瑞隆路交流道,五甲系統交流道,0000101073000E,SE,S,2,2
VD-N1-S-370.000-M-Loop,NFB-SR,0,1,5,1,120.338524,22.611664,000010,國道1號,0,370K+000,瑞隆路交流道,五甲系統交流道,0000100036900E,S,S,4,4
VD-N1-S-371-I-WS-21-Loop,NFB-SR,0,1,5,2,120.340864,22.598746,000010,國道1號,0,370K+400,五甲系統交流道,五甲交流道,0000101075010E,SW,S,1,1
VD-N1-S-371-I-WS-22-Loop,NFB-SR,0,1,5,2,120.338706,22.595672,000010,國道1號,0,370K+400,五甲系統交流道,五甲交流道,0000101075000E,SW,S,1,1
VD-N1-S-371.010-M-Loop,NFB-SR,0,1,5,1,120.34229,22.603294,000010,國道1號,0,371K+010,五甲系統交流道,五甲交流道,0000100037100E,S,S,3,3
VD-N1-S-372-I-WS-1-Loop,NFB-SR,0,1,5,2,120.331243,22.588043,000010,國道1號,0,371K+800,五甲交流道,中山四路交流道,0000101075030E,SW,S,1,1
VD-N1-S-372-O-NE-1-Loop,NFB-SR,0,1,5,2,120.330765,22.587583,000010,國道1號,0,371K+800,五甲交流道,中山四路交流道,0000101075040E,SW,S,1,1
VD-N1-S-372-O-NE-2-Loop,NFB-SR,0,1,5,2,120.330604,22.586598,000010,國道1號,0,371K+800,五甲交流道,中山四路交流道,0000101075060E,S,S,1,1
VD-N1-S-372.008-M-Loop,NFB-SR,0,1,5,1,120.337715,22.593884,000010,國道1號,0,372K+008,五甲交流道,中山四路交流道,0000100037200E,SW,S,3,3
VD-N1-S-372.798-M-Loop,NFB-SR,0,1,5,1,120.33371,22.589832,000010,國道1號,0,372K+798,五甲交流道,中山四路交流道,0000100037230E,SW,S,4,4
VD-N1-S-373-O-NW-1-RS,NFB-SR,0,2,1,2,120.324049,22.582825,000010,國道1號,0,373K+000,漁港路交流道,高雄端,0000101076020E,SW,S,1,1
VD-N1-S-373.310-M-RS,NFB-SR,0,2,1,1,120.32995,22.586838,000010,國道1號,0,373K+310,漁港路交流道,高雄端,0000100037330E,SW,S,2,2
VD-N1-S-373.900-M-RS,NFB-SR,0,2,1,1,120.320631,22.580273,000010,國道1號,0,373K+900,漁港路交流道,高雄端,0000101076030E,SW,S,2,2
VD-N1-S-374.200-M-RS,NFB-SR,0,2,1,1,120.318012,22.578294,000010,國道1號,0,374K+200,漁港路交流道,高雄端,0000101076030E,SW,S,2,2
VD-N1-S-374-O-NW-1-RS,NFB-SR,0,2,1,2,120.315855,22.577156,000010,國道1號,0,374K+400,高雄端,--交流道,0000101076040E,W,S,1,1
VD-N1-N-252.012-M-Loop,NFB-SR,0,1,5,1,120.43482,23.599056,000010,國道1號,0,252K+012,民雄交流道,大林交流道,0000100125200Q,N,N,3,3
VD-N1-N-254.006-M-Loop,NFB-SR,0,1,5,1,120.42897,23.581984,000010,國道1號,0,254K+006,民雄交流道,大林交流道,0000100125400Q,NE,N,3,3
VD-N1-N-255.840-M-RS,NFB-SR,0,2,1,1,120.421165,23.56711,000010,國道1號,0,255K+840,民雄交流道,大林交流道,0000100125500Q,NE,N,3,3
VD-N1-N-256.250-M-Loop,NFB-SR,0,1,5,1,120.419966,23.563913,000010,國道1號,0,256K+250,民雄交流道,大林交流道,0000100125600Q,N,N,3,3
VD-N1-N-257-I-EN-21-Loop,NFB-SR,0,1,5,2,120.417276,23.552754,000010,國道1號,0,257K+200,嘉義交流道,民雄交流道,0000101154030Q,NW,N,1,1
VD-N1-N-257-I-WN-22-Loop,NFB-SR,0,1,5,2,120.41681,23.553188,000010,國道1號,0,257K+200,嘉義交流道,民雄交流道,0000101154030Q,NW,N,1,1
VD-N1-N-257-O-SE-1-Loop,NFB-SR,0,1,5,2,120.414467,23.549289,000010,國道1號,0,257K+200,嘉義交流道,民雄交流道,0000101154000Q,NE,N,1,1
